track_name,artist,genre,popularity,duration_ms,energy,valence,danceability,mode
Up thought institution,Amanda Huffman,folk,10,184606,0.54,0.66,0.12,0
Least production themselves,Abigail Watkins,rock,96,191925,0.82,0.34,0.41,1
Piece despite level,John Evans,reggae,53,138671,0.58,0.34,0.27,1
Treat edge,Abigail Watkins,pop,61,130226,0.57,0.79,0.45,1
Interview rule,William Livingston,classical,61,242342,0.76,0.04,0.88,0
Several,Wesley Nelson,folk,32,211752,0.96,0.31,0.5,0
Relationship stuff,Janice Schaefer,reggae,84,155647,0.32,0.19,0.15,1
Should across practice,Christopher Gomez,hip hop,34,257398,0.56,0.47,0.24,1
Answer some,Janice Schaefer,hip hop,21,282371,0.61,0.95,0.21,1
Organization human,Amanda Huffman,reggae,80,124167,0.16,0.9,0.03,0
Reality a western,Alexa Pace,folk,85,231067,0.2,0.61,0.53,1
Moment however magazine data,Christopher Gomez,jazz,36,189878,0.14,0.45,0.59,0
Message place together fine,Nicholas Meyer,classical,97,222996,0.8,0.35,0.71,0
Mrs eat,Nicholas Meyer,folk,70,229132,0.66,0.41,0.79,0
Product whose,William Rivera,reggae,42,179178,0.83,0.86,0.89,1
Teach week,Ryan Hahn,hip hop,13,227744,0.42,0.25,0.78,0
Do happen,Jasmine Smith,jazz,17,144082,0.37,0.69,0.26,1
Matter seven,Kathleen Lang,hip hop,27,225159,0.17,0.87,0.56,0
Republican safe a,Erika Norton,electronic,46,240421,0.03,0.28,0.36,0
Suffer shoulder,Nichole Drake,jazz,34,196150,0.93,0.08,0.11,1
Argue top,Darrell Lewis,jazz,33,196815,0.99,0.33,0.64,0
Suddenly know,Matthew Reese,rock,70,259323,0.72,0.18,0.63,1
Finally challenge,William Rivera,metal,64,148746,0.9,0.07,0.62,0
Network someone put,Antonio Jones,metal,96,248743,0.64,0.17,0.25,1
Behavior whether,Jesse Mccarthy,jazz,75,276298,0.88,0.99,0.17,1
Draw write,Charles Conley,electronic,27,290869,0.91,0.62,0.88,1
Detail sound,Jennifer Mcpherson,rock,30,120550,0.06,0.32,0.12,1
Particularly like end,Jennifer Black,rock,28,192865,0.48,0.57,0.92,0
Particularly role,Kyle Brady,pop,59,266199,0.17,0.32,0.2,0
Nothing social next dream,Nicholas Meyer,pop,64,144062,0.14,0.4,0.3,0
Involve professional reality,Christopher Gomez,reggae,81,298403,0.83,0.38,0.17,0
Hard painting,Matthew Reese,pop,9,190425,0.63,0.01,0.42,1
Billion cost,Nicholas Meyer,rock,3,218990,0.81,0.59,0.41,1
Congress,Kathryn Holloway,jazz,13,158544,0.8,0.8,0.52,1
Maybe huge bring,Kathryn Ruiz,pop,43,122347,0.42,0.85,0.27,0
Act hair,Ebony Frey,classical,1,146837,0.11,0.16,0.0,0
Room serious,Kathleen Lang,rock,5,120431,0.91,0.76,0.19,1
Water soon,Mr. Norman Bender DDS,hip hop,79,261854,0.42,1.0,0.86,0
Agent open,Marvin Shaw,hip hop,22,135749,0.55,0.89,0.26,1
She population until,Jennifer Mcpherson,hip hop,4,241135,0.62,0.76,0.62,1
Run think technology market,Julia Green,folk,20,128498,0.93,0.65,0.29,1
Reduce car herself,Destiny Roberts,jazz,32,222827,0.01,0.48,0.84,0
Computer,Kristen Luna MD,electronic,68,230923,0.07,0.98,0.58,0
Realize expert side,Kristen Luna MD,folk,41,277017,0.71,0.6,0.46,1
Customer wide,Jasmine Smith,reggae,55,175925,0.9,0.9,0.7,0
Report walk figure,Richard Fields,electronic,43,202415,0.5,0.57,0.66,0
Senior whatever hundred,John Evans,metal,55,124159,0.47,0.72,0.1,1
Leader better song,Kathryn Holloway,electronic,34,296331,0.54,0.32,0.77,0
Represent current soldier,William Rivera,pop,43,233678,0.74,0.87,0.53,1
Agree partner own,Aaron Phillips,metal,91,123952,0.85,0.42,0.36,1
Assume recent,Richard Fields,metal,62,205630,0.85,0.8,0.09,0
Should face father,Jonathan Atkins,folk,16,222084,0.17,0.14,0.31,1
Raise serious,Jennifer Black,rock,2,154250,0.85,0.35,0.29,1
About,Charles Conley,electronic,51,217911,0.24,0.16,0.28,0
Lose choose significant,Charlotte Jones,reggae,58,274851,0.33,0.82,0.72,1
Question way carry,Charlotte Jones,classical,99,204605,0.46,0.22,0.88,1
Individual,Edward Mitchell,folk,93,212437,0.73,0.75,0.33,0
Realize local color,Kyle Brady,hip hop,95,264391,0.83,0.42,0.79,0
Picture difficult image,Brandi Yates,rock,62,205097,0.77,0.85,0.85,0
Art ago others,Darrell Lewis,jazz,87,232225,0.33,0.16,0.79,1
Power especially,Julia Green,reggae,86,273302,0.95,0.56,0.05,0
Thousand spend thank,Brandi Yates,electronic,66,208976,0.27,0.44,0.06,1
Republican,Kyle Brady,rock,73,141534,0.94,0.28,0.41,1
Pressure,Charles Conley,reggae,28,262437,0.34,0.71,0.2,1
Mrs away else,Kristen Luna MD,metal,31,207479,0.16,0.28,0.07,0
Least concern,Edward Mitchell,metal,21,125705,0.27,0.51,0.14,1
Process water morning,Nichole Drake,electronic,33,226854,0.08,0.53,0.5,1
Two,John Evans,electronic,18,256650,0.18,0.38,0.35,0
More,Jasmine Smith,electronic,64,130765,0.29,0.71,0.61,1
Young girl role wait,Kathryn Ruiz,rock,6,184280,0.2,0.83,0.8,0
Wall size responsibility,Derrick Flores,pop,47,196513,0.28,0.53,0.3,1
Chance move,Ryan Hahn,metal,85,167378,0.68,0.63,0.92,0
Both red show,Lindsay Orr,electronic,70,261633,0.05,0.16,0.91,0
Position chance institution into,Kathleen Lang,electronic,62,228316,0.5,0.46,0.46,0
Top rate,Kyle Brady,metal,97,239574,0.38,0.36,0.3,0
Wear spring,Julia Green,electronic,64,149052,0.61,0.81,0.7,0
Beautiful,Charlotte Jones,classical,94,149108,0.11,0.05,0.38,0
Major take,Jennifer Mcpherson,classical,26,181614,0.82,0.54,0.73,0
Lead than,Jasmine Smith,electronic,31,169438,0.65,0.88,0.21,0
Accept study pick,Brittany Avila,jazz,66,202549,0.34,0.79,0.46,0
Heavy politics you,Julia Green,metal,2,233289,0.14,0.8,0.01,1
Color they,Kristen Luna MD,jazz,13,203840,0.63,0.12,0.82,1
Size push,Lindsay Orr,folk,55,161205,0.11,0.94,0.98,1
Arm wind speak,William Rivera,folk,94,186840,0.66,0.45,0.88,1
And,Ryan Hahn,electronic,22,272864,0.28,0.44,0.33,1
Pull couple machine,Mary Martin,hip hop,21,294770,0.03,0.23,0.8,1
Kid ok here,Jesus Flores,folk,26,239000,0.46,0.11,0.37,0
Finally sound,Julia Green,folk,67,266627,0.6,0.08,0.67,1
System middle admit,Roberto Heath,classical,49,297916,0.73,0.62,0.07,1
Natural game,Alexa Pace,classical,84,196862,1.0,0.43,0.77,0
Make term,Ebony Frey,electronic,0,127909,0.26,0.97,0.17,0
Physical his true service,Kathryn Ruiz,folk,63,261123,0.37,0.26,0.89,0
Case just,Ebony Frey,folk,60,247944,0.6,0.35,0.05,1
Room believe director,John Evans,metal,5,281497,0.68,0.23,0.49,1
Art,Edward Mitchell,pop,16,251991,0.7,0.06,0.69,0
Truth recent,Lindsay Orr,reggae,91,128507,0.83,0.5,0.27,1
Cup student room,Amanda Huffman,pop,31,147746,0.41,0.22,0.3,1
No service success,Amanda Huffman,hip hop,95,143016,0.39,0.27,0.48,0
Stand foot scientist,Mary Martin,reggae,36,289763,0.18,0.5,0.92,0
Tonight between,David Baker,hip hop,71,224756,0.49,0.9,0.34,0
Simple beat key,Amanda Huffman,classical,6,230861,0.91,0.39,0.94,0
Usually serve,Mary Martin,classical,95,242708,0.11,0.33,0.84,1
Ask prove,Kathleen Lang,rock,53,266716,0.99,0.89,0.98,0
Fast,Edward Mitchell,metal,30,221714,0.25,0.64,0.34,1
Face per,Marvin Shaw,classical,89,228349,0.12,0.91,0.22,1
Would then,Erika Norton,metal,23,154524,0.26,0.37,0.07,0
Poor keep company,Alexa Pace,classical,77,225929,0.07,0.13,0.95,1
Throw mouth,Edward Mitchell,reggae,39,266287,0.84,0.7,0.39,1
Activity pay,Clayton Stone,folk,67,246283,0.57,0.83,0.63,1
Himself offer,Roberto Heath,electronic,73,231373,0.93,0.06,0.16,0
Teacher receive seven,Kristen Luna MD,jazz,26,221890,0.57,0.83,0.18,1
Lead dog war,Aaron Phillips,rock,32,154903,0.24,0.94,0.13,1
Carry rule,Ebony Frey,metal,91,122616,0.11,0.39,0.97,0
Beyond,Aaron Phillips,folk,31,242340,1.0,0.65,0.84,1
Past wrong,Donna Ellis,classical,49,121161,0.42,0.15,0.19,1
Growth watch,Mary Martin,electronic,53,243325,0.21,0.74,0.49,1
Military product century,Jesus Flores,metal,93,195846,0.17,0.61,0.31,0
Wish serious bag,Clayton Stone,pop,1,129262,0.22,0.74,0.47,0
Republican member number,David Baker,electronic,16,200881,0.77,0.17,0.44,1
Camera back wait,Edward Mitchell,electronic,41,153377,0.68,0.23,0.34,1
Collection sure,Marvin Shaw,rock,71,254965,0.69,0.15,0.97,0
Station risk,Amanda Huffman,metal,90,272749,0.33,0.67,0.41,0
Central,Mr. Norman Bender DDS,rock,42,172394,0.92,0.97,0.87,0
Ten require thus,Brittany Avila,rock,20,251731,0.76,0.47,0.8,0
Respond national create,Matthew Reese,electronic,50,231122,0.38,0.23,0.65,1
Participant approach,Jesse Mccarthy,reggae,64,139303,0.65,0.16,0.95,1
Fire soon they,Antonio Jones,folk,43,122666,0.19,0.98,0.49,0
Exist his,Brandi Yates,hip hop,84,277605,0.28,0.99,0.83,1
Leave politics,Nichole Drake,classical,44,285921,0.69,0.67,0.11,0
Green several hospital,Kristen Luna MD,hip hop,32,209902,0.13,0.69,0.95,1
You,John Evans,metal,12,272580,0.63,0.05,0.81,0
Few catch particularly,Jennifer Mcpherson,pop,51,251419,0.45,0.06,0.79,0
Cause him successful,Kyle Brady,metal,19,194459,0.85,0.62,0.8,0
Wear here,Mary Martin,folk,20,277127,0.96,0.24,0.5,0
Customer behavior,Kristen Luna MD,pop,9,205984,0.12,0.59,0.44,1
Trip citizen should environmental,Darrell Lewis,jazz,11,184511,0.4,0.08,0.86,1
Do marriage,Mary Martin,metal,17,253206,0.9,0.17,0.13,1
Born high,Darrell Lewis,rock,83,205928,0.66,0.71,0.56,0
Degree area main,Darrell Lewis,hip hop,39,267298,0.86,0.58,0.3,1
Play party serious turn,Janice Schaefer,classical,61,227290,0.86,0.08,0.88,1
Involve those message interesting,Matthew Reese,classical,43,124313,0.78,0.96,0.92,0
Soldier,Kathryn Holloway,classical,44,224930,0.74,0.52,0.14,0
Different while again,David Baker,classical,75,169353,0.38,0.02,0.12,1
Word send charge,Anne Flynn,rock,81,240500,0.03,0.38,0.56,1
Two amount,Kathleen Lang,electronic,4,259212,0.49,0.04,0.94,0
Increase soldier,Brandi Yates,pop,17,127619,0.9,0.9,0.93,0
Might old year,Mr. Norman Bender DDS,folk,12,137482,0.16,0.76,0.58,1
Avoid,Lindsay Orr,metal,54,177629,0.44,0.94,0.2,1
Item chance feeling,Jonathan Atkins,electronic,99,185593,0.5,0.99,0.38,1
Lawyer coach,Wesley Nelson,reggae,58,287929,0.1,0.63,0.0,1
Approach plant fish,Alyssa Kelley,classical,36,170800,0.59,0.49,0.03,1
Between live,John Evans,metal,25,277558,0.24,0.39,0.73,0
Life interview,Antonio Jones,classical,54,264114,0.65,0.5,0.97,0
Several say,Jennifer Black,classical,64,232395,0.53,0.06,0.16,0
For beautiful,Destiny Roberts,rock,75,166162,0.42,0.88,0.13,1
Film stock,Charlotte Jones,reggae,65,132767,0.69,0.56,0.52,1
Seat,Roberto Heath,pop,99,197039,0.39,0.83,0.61,1
Magazine after machine least,Christopher Higgins,pop,3,138439,0.92,0.67,0.97,0
Part deal,Nichole Drake,reggae,66,252767,0.94,0.26,0.44,0
Media camera best remember,Nicholas Meyer,jazz,63,194201,0.24,0.4,0.57,0
When area,Kathryn Holloway,folk,35,147429,0.21,0.57,0.32,1
History smile,William Livingston,reggae,67,177418,0.14,0.2,0.01,1
Might point,Brandi Yates,hip hop,69,287090,0.25,0.79,0.18,0
Wife again,Roberto Heath,rock,74,292022,0.04,0.76,0.6,0
Physical million,Lacey Shaw,jazz,84,271365,0.28,0.83,0.31,1
Important prevent by,Nicholas Meyer,pop,87,179839,0.76,0.14,0.56,1
Image step,Janice Schaefer,metal,49,232775,0.04,0.63,0.83,1
Write fast particular think,Erika Norton,rock,99,201197,0.02,0.21,0.61,1
Similar reveal eight,Nichole Drake,folk,68,240883,0.29,0.67,0.65,0
Peace head,Abigail Watkins,folk,65,171525,0.41,0.16,0.76,0
Wait interesting,Kristen Luna MD,reggae,1,167280,0.38,0.38,0.51,0
Bad,Marvin Shaw,reggae,44,200980,0.56,0.55,0.12,0
Reason ready agreement,William Livingston,rock,60,253524,0.41,0.34,0.83,1
Cultural down,Alyssa Kelley,reggae,9,275429,0.14,0.7,0.87,0
Prevent author center,Donna Ellis,pop,7,160916,0.53,0.98,0.44,1
Account thought,Christopher Higgins,jazz,45,251984,0.62,0.91,0.24,0
Song many,Kathleen Lang,electronic,1,219109,0.44,0.53,0.11,0
Agreement risk,David Baker,jazz,76,243771,0.66,0.17,0.32,1
Hold federal artist,Erika Norton,rock,51,193873,0.58,0.41,0.95,1
Author sign everyone,Jasmine Smith,rock,95,201048,0.32,0.45,0.77,1
Mrs study person,Nicholas Meyer,reggae,38,197901,0.68,0.95,0.52,0
Information figure,Destiny Roberts,classical,92,229906,0.65,0.95,0.57,0
Try professional,Jennifer Black,rock,46,147322,0.76,0.1,0.11,1
Sometimes exist,William Rivera,reggae,100,180875,0.54,0.34,0.32,1
Generation lay kitchen,Edward Mitchell,jazz,53,249615,0.99,0.65,0.06,1
Discussion to,Wesley Nelson,folk,77,262762,0.2,0.74,0.99,0
Face run,Aaron Phillips,jazz,41,135868,0.18,0.48,0.51,1
Keep,William Rivera,pop,80,198432,0.75,0.9,0.38,0
Strategy,Charlotte Jones,electronic,69,271541,0.15,0.3,0.97,1
Store economic,Antonio Jones,hip hop,98,204154,0.45,0.34,0.32,1
Movie game,Jennifer Black,reggae,81,154990,0.4,0.54,0.01,0
Thousand million,Antonio Jones,hip hop,86,158101,0.46,0.38,0.67,1
Compare hit father,Kristen Luna MD,hip hop,88,254020,0.91,0.38,0.94,1
Summer and,Kathleen Lang,reggae,92,167150,0.95,1.0,0.63,0
Compare loss many,Amanda Huffman,electronic,71,210319,0.65,0.28,0.56,1
Newspaper common bit,Kathleen Lang,hip hop,67,145161,0.57,0.87,0.92,0
Could anyone give,Nicholas Meyer,hip hop,73,193536,0.09,0.79,0.96,0
Size probably,Derrick Flores,hip hop,96,120255,0.87,0.76,0.86,0
Current education clear,William Rivera,classical,87,271982,0.25,0.73,0.91,1
Focus short article,Kyle Brady,jazz,47,192929,0.06,0.54,0.16,0
Guess effort public,Julia Green,rock,98,120943,0.05,0.23,0.4,0
Appear happen,Lacey Shaw,electronic,64,159495,0.43,0.19,0.67,0
Leg attorney reason interest,John Evans,jazz,74,263304,0.95,0.36,0.1,1
Morning month,Roberto Heath,hip hop,24,158734,0.78,0.79,0.06,1
Indicate hot want,Christopher Gomez,hip hop,52,260573,0.31,0.29,0.63,1
Glass those still,Kathryn Ruiz,reggae,6,299626,0.68,0.82,0.94,0
Anything,Richard Fields,electronic,73,164564,0.85,0.54,0.18,1
Believe thing deep,Janice Schaefer,metal,85,175959,0.39,0.08,0.2,0
Less follow manager,Jonathan Atkins,folk,49,130978,0.1,0.16,0.39,0
Save cup attack organization,Charlotte Jones,folk,1,181765,0.94,0.7,0.41,0
Prepare fly say interest,Jonathan Atkins,folk,100,294978,0.5,0.57,0.63,1
Serious see either,Julia Green,electronic,83,178345,0.86,0.68,0.23,0
Management adult,Kristen Luna MD,pop,88,145669,0.39,0.23,0.38,0
Ahead,Jennifer Black,hip hop,35,215114,0.84,0.31,0.29,0
School five through,Matthew Reese,folk,42,238938,0.62,0.93,0.95,0
Food account,Darrell Lewis,hip hop,45,139910,0.76,0.1,0.0,1
Close,Aaron Phillips,folk,10,129538,0.38,0.98,0.41,0
Firm lawyer,Jesse Mccarthy,pop,49,121606,0.3,0.59,0.64,1
Budget check,Jesus Flores,jazz,84,207949,0.2,0.83,0.62,1
Need second green,Clayton Stone,hip hop,35,139029,0.96,0.42,0.63,1
Participant do,Lindsay Orr,classical,28,158666,0.91,0.43,0.06,0
Common military enter,Anne Flynn,jazz,27,257581,0.57,0.35,0.74,0
Scientist list already,William Livingston,reggae,8,288359,0.93,0.69,0.76,1
Ability entire,Lacey Shaw,pop,31,293335,0.66,0.99,0.64,0
Bill produce into,Aaron Phillips,metal,56,144716,0.25,0.34,0.93,0
Recognize term,Alyssa Kelley,rock,97,141123,0.25,0.57,0.32,1
Contain skill outside,Lacey Shaw,rock,72,264809,0.7,0.29,0.76,0
Scene,Wesley Nelson,hip hop,100,167160,0.51,0.67,0.55,1
Husband another population,Ryan Hahn,hip hop,65,273750,0.86,0.68,0.14,1
Official painting,Mr. Norman Bender DDS,metal,0,151509,0.97,0.16,0.61,0
Class,Christopher Higgins,classical,41,134954,0.48,0.23,0.71,1
Enough write,Donna Ellis,rock,76,197423,0.24,0.25,0.96,0
Gun decision get,Christopher Higgins,classical,94,164141,0.49,0.6,0.81,0
Project amount perhaps,Donna Ellis,folk,64,193849,0.3,0.76,0.93,0
Mention speak,Brittany Avila,reggae,50,213003,0.26,0.6,0.59,0
Sound amount,David Baker,folk,45,257506,0.02,0.22,0.03,1
Receive miss,Abigail Watkins,jazz,36,265915,0.41,0.25,0.13,0
Report,Charles Conley,folk,2,207215,0.97,0.75,0.27,1
Plan ago,Kyle Brady,rock,74,127269,0.84,0.12,0.13,0
Trip lawyer,Alyssa Kelley,reggae,21,147465,0.06,0.05,0.25,1
Three lawyer,Darrell Lewis,reggae,88,180687,0.57,0.69,0.47,1
Involve,Kristen Luna MD,jazz,1,127749,0.2,0.26,0.39,1
Everyone until let,Alexa Pace,folk,42,296739,0.93,0.75,0.48,1
Group painting,Alexa Pace,metal,48,121287,0.44,0.22,0.38,0
Also moment fly,Lindsay Orr,jazz,33,147141,0.15,0.56,0.54,0
Any social and,Jennifer Black,metal,76,175235,0.5,0.15,0.84,0
Significant according,Amanda Huffman,folk,74,283879,0.28,0.31,0.58,1
Officer interesting,Alexa Pace,rock,2,155843,0.4,0.77,0.33,1
Home unit,Destiny Roberts,classical,88,232868,0.42,0.29,0.56,0
Space and,Brandi Yates,electronic,94,145859,0.43,0.4,0.52,1
Reflect,Anne Flynn,classical,33,289744,0.55,0.25,0.24,1
Several,Lacey Shaw,jazz,78,255041,0.23,0.61,0.01,1
Price anything available training,Kathryn Holloway,electronic,46,155559,0.74,0.88,0.4,1
Among fear,Jesse Mccarthy,electronic,76,266500,0.84,0.88,0.29,0
Edge manager recently,Roberto Heath,rock,32,282372,0.81,0.49,0.72,1
Sister blue get,Antonio Jones,classical,93,248304,0.2,0.87,0.45,1
Game rate,Antonio Jones,pop,97,274262,0.95,0.04,0.98,1
Court hit song clearly,William Livingston,folk,77,201272,0.36,0.79,0.98,1
If,John Evans,reggae,29,279802,0.38,0.78,0.03,0
Way ok administration,Richard Fields,jazz,43,243244,0.21,0.9,0.54,0
Develop local even,Jennifer Black,pop,95,125289,0.29,0.11,0.67,1
Spend best you,Jesus Flores,metal,81,192853,0.89,0.03,0.86,0
Fund,Amanda Huffman,rock,64,293076,0.79,0.46,0.45,0
Open more at,Darrell Lewis,metal,75,146441,0.39,0.51,0.18,1
Soldier key,Clayton Stone,electronic,97,138387,0.12,0.26,0.86,1
Head,Kristen Luna MD,folk,53,237769,0.93,0.11,0.15,1
Prevent,Jasmine Smith,reggae,20,263973,0.83,0.55,0.14,0
Tonight hard myself,Alyssa Kelley,hip hop,97,267380,0.62,0.85,0.51,0
Investment yet,Darrell Lewis,jazz,86,272698,0.06,0.88,0.03,1
Certainly despite citizen,Nicholas Meyer,rock,89,211140,0.68,0.56,0.33,1
Relate movement,Janice Schaefer,electronic,91,179483,0.06,0.79,0.21,1
Another open remain,Marvin Shaw,electronic,67,204112,0.37,0.4,0.49,1
Tell offer,Aaron Phillips,rock,96,283120,0.83,0.26,0.71,0
Green this,Edward Mitchell,jazz,39,120594,0.0,0.75,0.27,1
Sing,Kathleen Lang,classical,5,159058,0.24,0.86,0.12,1
Will analysis,Charlotte Jones,jazz,5,236531,0.77,0.61,0.16,1
Mrs site,Edward Mitchell,folk,20,166259,0.73,0.5,0.9,1
Cover far,Janice Schaefer,hip hop,26,190091,0.26,0.59,0.49,0
Together international,Marvin Shaw,classical,82,276384,0.48,0.19,0.41,1
Necessary,John Evans,jazz,93,216003,0.51,0.84,0.84,0
Some use,William Livingston,reggae,7,204571,0.19,0.59,0.7,1
Something myself character,Aaron Phillips,pop,88,249909,0.46,0.56,0.2,1
Follow learn to,Charlotte Jones,pop,81,148001,0.48,0.93,0.7,1
Level rule,Lacey Shaw,pop,44,218833,0.95,0.06,0.29,0
Should fear hand,Kathleen Lang,rock,87,224030,0.85,0.46,0.15,0
Land,Marvin Shaw,reggae,19,237409,0.58,0.71,0.69,0
Not kind,Aaron Phillips,reggae,27,205405,0.01,0.87,0.76,0
Too join difficult,Lacey Shaw,reggae,72,279249,0.92,0.69,0.21,0
Small political letter later,Nicholas Meyer,reggae,52,241072,0.4,0.93,0.17,1
Deal beat,Anne Flynn,pop,94,211158,0.31,0.95,0.4,0
Then able property,Charles Conley,rock,65,200997,1.0,0.27,0.48,1
Authority ten,Ryan Hahn,metal,36,220650,0.81,0.99,0.51,0
Partner statement,Aaron Phillips,electronic,79,125621,0.39,0.91,0.32,1
Wide sure fact,Brandi Yates,pop,23,222988,0.91,0.24,0.03,1
Idea,Roberto Heath,electronic,17,160561,0.79,0.67,0.82,1
Stay fight,John Evans,metal,55,226416,0.97,0.29,0.0,0
Here him,Antonio Jones,hip hop,20,284419,0.97,0.11,0.86,1
Administration entire whose,Kyle Brady,electronic,28,163690,0.95,0.5,0.43,0
American common until,Mr. Norman Bender DDS,reggae,85,123152,0.37,0.89,0.24,0
Each year finish,John Evans,classical,28,168966,0.12,0.38,0.81,1
Summer position,Mary Martin,jazz,42,217593,0.13,0.11,0.12,1
Teach picture,Edward Mitchell,pop,44,294481,0.37,0.5,0.36,0
Customer one process,Christopher Higgins,classical,71,224458,0.53,0.89,0.27,0
Star worry,Charlotte Jones,hip hop,24,210091,0.93,0.59,0.84,1
Garden lot,Charles Conley,hip hop,71,224109,0.6,0.87,0.25,1
Others,Christopher Higgins,pop,49,289910,0.19,0.67,0.06,0
Any pick,David Baker,reggae,75,237109,0.69,0.36,0.87,0
Central couple,Jennifer Black,reggae,32,274130,0.33,0.07,0.98,1
Environment,Antonio Jones,electronic,97,185844,0.81,0.33,0.65,0
Make ever,Aaron Phillips,reggae,88,161812,0.11,0.94,0.42,0
Serious side,Antonio Jones,metal,87,218751,0.08,0.15,0.7,1
Identify nothing,William Rivera,classical,19,156998,0.13,0.68,0.26,1
Know rock,Edward Mitchell,pop,86,253708,0.09,0.99,0.11,0
No work Congress,Ebony Frey,hip hop,92,236058,0.07,0.56,0.27,1
Month sit unit,John Evans,electronic,98,199178,0.55,0.76,0.86,0
The list concern,Alexa Pace,hip hop,65,148826,0.49,0.93,0.25,0
Federal economy game,Richard Fields,folk,41,255000,0.54,0.59,0.87,1
Head care say,Christopher Higgins,folk,69,151650,0.27,0.19,0.28,0
Raise each,Christopher Higgins,classical,70,149440,0.69,0.89,0.34,0
Any plant hit,Brittany Avila,classical,66,292304,0.43,0.8,0.59,0
Minute thought bar,Charlotte Jones,rock,30,137953,0.1,0.7,0.57,1
Debate maybe door,Destiny Roberts,pop,81,139683,0.16,0.96,0.29,1
Call,Aaron Phillips,reggae,99,187706,0.14,0.11,0.71,1
Score after,Erika Norton,folk,50,161600,0.05,0.82,0.27,1
Themselves thing,Kathryn Holloway,classical,9,165131,0.39,0.86,0.15,0
Wrong item look,Roberto Heath,electronic,92,188083,0.75,0.37,0.97,1
His campaign history,Kristen Luna MD,reggae,15,229987,0.39,0.49,0.86,0
Adult affect film,Richard Fields,electronic,36,270654,0.62,0.85,0.3,1
College show everyone,Brittany Avila,jazz,12,224316,0.27,0.04,0.39,1
Short else hope,Destiny Roberts,electronic,98,153312,0.85,0.02,1.0,1
Major plan learn,Alyssa Kelley,folk,49,186761,0.09,0.19,0.1,0
Phone executive around,Charlotte Jones,classical,46,248452,0.25,0.54,0.12,0
Word new year anyone,Derrick Flores,classical,25,271154,0.25,0.88,0.04,0
Forward meeting news,Antonio Jones,classical,81,193204,0.84,0.68,0.47,1
Social reason,Derrick Flores,folk,15,274536,0.17,0.43,0.38,1
From,Jesse Mccarthy,electronic,47,294143,0.92,0.41,0.14,1
Wife spend,Jasmine Smith,metal,20,156400,0.24,0.54,0.08,0
Fire nature ahead,Kyle Brady,reggae,29,186667,0.12,0.21,0.74,1
Against official,Matthew Reese,classical,60,267068,0.82,0.78,0.03,0
Parent,Richard Fields,folk,11,239105,0.5,0.68,0.03,0
Couple data,Jennifer Mcpherson,jazz,2,155001,0.75,0.66,0.57,1
Smile space second research,Donna Ellis,reggae,99,215618,0.67,0.28,0.99,1
Safe yard,Jesus Flores,electronic,9,128034,0.74,0.19,0.24,0
Material,Aaron Phillips,folk,84,231922,0.97,0.86,0.64,1
Up court mission,Matthew Reese,metal,62,187372,0.47,0.65,0.14,0
Form chair,Roberto Heath,rock,84,136126,0.3,0.55,0.51,0
Continue reduce,Mr. Norman Bender DDS,reggae,22,223358,0.02,0.08,0.55,1
Career general fish,Jesus Flores,reggae,96,210647,0.64,0.19,0.93,1
Language event,Destiny Roberts,hip hop,41,175507,0.59,0.94,0.13,1
Still whose force event,Jennifer Mcpherson,hip hop,97,249116,0.48,0.77,0.46,1
Piece someone leave,John Evans,classical,86,208886,0.05,1.0,0.66,1
Wait throw,Roberto Heath,hip hop,12,193917,0.53,0.43,0.03,1
Produce voice political,Jennifer Black,electronic,29,272682,0.83,0.71,0.53,1
Street enough after home,Richard Fields,hip hop,97,294890,0.29,0.33,0.69,0
Condition finish safe,Brandi Yates,classical,64,275728,0.31,0.75,0.06,1
Despite appear,Amanda Huffman,electronic,75,166572,0.53,0.24,0.65,0
Factor contain century,Charles Conley,hip hop,39,226771,0.08,0.42,0.67,1
Best money again,Kathleen Lang,jazz,95,236681,0.64,0.53,0.79,1
Buy go,Kristen Luna MD,electronic,53,140559,0.87,0.87,0.33,1
Song place,Ebony Frey,classical,17,136945,0.11,0.56,0.75,0
Traditional specific,Matthew Reese,electronic,42,285246,0.05,0.62,0.46,1
Southern most soldier,Darrell Lewis,reggae,54,156081,0.4,0.2,0.92,1
During politics kind similar,Jonathan Atkins,classical,98,267514,0.94,0.88,0.68,0
Go attack artist,Mr. Norman Bender DDS,reggae,80,285586,0.15,0.87,0.14,0
Develop create party,Kristen Luna MD,folk,82,152328,0.02,0.03,0.74,0
Institution believe,Kathleen Lang,folk,85,229108,0.6,0.4,0.32,1
Third free item,Charles Conley,reggae,75,209180,0.11,0.87,0.77,0
Lot indeed finally painting,John Evans,metal,12,285797,0.7,0.67,0.8,0
Involve interesting continue,Kristen Luna MD,pop,33,285455,0.94,0.51,0.48,0
If view oil,Lacey Shaw,jazz,84,165742,0.48,0.67,0.64,1
Personal feeling,Mary Martin,metal,90,292813,0.13,0.3,0.52,0
A item life,Marvin Shaw,classical,58,152583,0.59,0.16,0.33,0
Many research,Julia Green,electronic,26,181607,0.33,0.94,0.46,1
Street conference her,Alyssa Kelley,reggae,56,175751,0.25,0.72,0.82,1
Imagine beautiful,Christopher Gomez,classical,61,204586,0.05,0.67,0.01,1
Their,Julia Green,rock,0,243289,0.91,0.08,0.9,0
Member administration,Richard Fields,folk,100,228248,0.09,0.66,0.58,0
